TID,Date,Service 1,Service 2,Service 3,Service 4,TotalPrice
13797,28/01/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,625000
13798,11/07/2024,Car Wash,Tire Shine,,,270000
13799,26/04/2025,Deodorizing,Interior Vacuuming,Car Wash,,271000
13800,02/10/2024,Car Wash,Polishing,Tire Replacement,,600000
13801,27/01/2025,Deodorizing,Interior Vacuuming,Car Wash,,299000
13802,09/05/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,576000
13803,09/07/2024,Deodorizing,Interior Vacuuming,Car Wash,,534000
13804,10/08/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,823000
13805,21/11/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,665000
13806,30/10/2024,Deodorizing,Waxing,Car Wash,,515000
13807,03/07/2024,Car Wash,Tire Shine,,,419000
13808,17/12/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,269000
13809,23/03/2025,Car Wash,Underbody Wash,,,56000
13810,19/04/2025,Car Wash,Polishing,Tire Replacement,,719000
13811,21/11/2024,Deodorizing,Waxing,Car Wash,,198000
13812,12/12/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,122000
13813,24/08/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,355000
13814,30/01/2025,Waxing,Polishing,Car Wash,,707000
13815,30/08/2024,Deodorizing,Interior Vacuuming,Car Wash,,235000
13816,07/06/2024,Car Wash,Underbody Wash,,,773000
13817,05/04/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,220000
13818,04/11/2024,Deodorizing,Interior Vacuuming,Car Wash,,270000
13819,30/07/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,819000
13820,09/03/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,510000
13821,13/10/2024,Car Wash,Polishing,Tire Replacement,,112000
13822,06/05/2025,Car Wash,Underbody Wash,,,607000
13823,26/09/2024,Car Wash,Underbody Wash,,,399000
13824,17/08/2024,Waxing,Polishing,Car Wash,,155000
13825,21/02/2025,Deodorizing,Interior Vacuuming,Car Wash,,520000
13826,14/10/2024,Car Wash,Tire Shine,,,81000
13827,29/11/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,675000
13828,02/01/2025,Car Wash,Underbody Wash,,,400000
13829,26/11/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,793000
13830,21/10/2024,Waxing,Polishing,Car Wash,,324000
13831,25/04/2025,Deodorizing,Interior Vacuuming,Car Wash,,797000
13832,24/06/2024,Deodorizing,Interior Vacuuming,Car Wash,,688000
13833,18/08/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,211000
13834,24/05/2024,Deodorizing,Interior Vacuuming,Car Wash,,169000
13835,24/06/2024,Car Wash,Polishing,Tire Replacement,,624000
13836,01/07/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,88000
13837,23/08/2024,Deodorizing,Interior Vacuuming,Car Wash,,810000
13838,04/02/2025,Deodorizing,Interior Vacuuming,Car Wash,,160000
13839,16/10/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,499000
13840,22/09/2024,Car Wash,Underbody Wash,,,73000
13841,26/01/2025,Car Wash,Tire Shine,,,421000
13842,19/08/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,403000
13843,14/06/2024,Waxing,Polishing,Car Wash,,203000
13844,04/11/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,704000
13845,07/06/2024,Deodorizing,Waxing,Car Wash,,116000
13846,03/03/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,260000
13847,31/01/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,733000
13848,25/09/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,559000
13849,18/07/2024,Car Wash,Polishing,Tire Replacement,,593000
13850,23/11/2024,Deodorizing,Waxing,Car Wash,,85000
13851,28/03/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,267000
13852,18/08/2024,Deodorizing,Interior Vacuuming,Car Wash,,702000
13853,15/09/2024,Deodorizing,Waxing,Car Wash,,835000
13854,17/07/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,713000
13855,18/06/2024,Deodorizing,Waxing,Car Wash,,768000
13856,27/12/2024,Deodorizing,Waxing,Car Wash,,243000
13857,10/10/2024,Car Wash,Polishing,Tire Replacement,,476000
13858,17/06/2024,Waxing,Polishing,Car Wash,,280000
13859,30/04/2025,Car Wash,Underbody Wash,,,360000
13860,12/02/2025,Deodorizing,Interior Vacuuming,Car Wash,,242000
13861,07/05/2024,Deodorizing,Waxing,Car Wash,,817000
13862,09/11/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,239000
13863,19/10/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,288000
13864,28/02/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,850000
13865,28/03/2025,Car Wash,Polishing,Tire Replacement,,114000
13866,22/08/2024,Deodorizing,Interior Vacuuming,Car Wash,,120000
13867,25/07/2024,Waxing,Polishing,Car Wash,,250000
13868,10/07/2024,Deodorizing,Waxing,Car Wash,,152000
13869,27/08/2024,Deodorizing,Interior Vacuuming,Car Wash,,663000
13870,27/01/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,667000
13871,22/03/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,158000
13872,26/10/2024,Deodorizing,Interior Vacuuming,Car Wash,,709000
13873,04/11/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,295000
13874,20/08/2024,Car Wash,Polishing,Tire Replacement,,471000
13875,10/10/2024,Car Wash,Tire Shine,,,230000
13876,26/10/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,849000
13877,20/01/2025,Car Wash,Tire Shine,,,349000
13878,12/01/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,631000
13879,25/03/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,211000
13880,20/07/2024,Car Wash,Underbody Wash,,,297000
13881,26/04/2025,Deodorizing,Waxing,Car Wash,,666000
13882,16/08/2024,Car Wash,Polishing,Tire Replacement,,198000
13883,17/12/2024,Waxing,Polishing,Car Wash,,822000
13884,06/11/2024,Deodorizing,Interior Vacuuming,Car Wash,,432000
13885,22/05/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,255000
13886,01/01/2025,Deodorizing,Interior Vacuuming,Car Wash,,801000
13887,28/07/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,660000
13888,09/04/2025,Car Wash,Underbody Wash,,,431000
13889,21/08/2024,Car Wash,Underbody Wash,,,248000
13890,25/02/2025,Car Wash,Polishing,Tire Replacement,,868000
13891,04/06/2024,Deodorizing,Waxing,Car Wash,,312000
13892,26/12/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,581000
13893,07/02/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,255000
13894,27/06/2024,Car Wash,Polishing,Tire Replacement,,591000
13895,25/06/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,441000
13896,05/04/2025,Waxing,Polishing,Car Wash,,582000
13897,25/02/2025,Car Wash,Underbody Wash,,,146000
13898,10/07/2024,Waxing,Polishing,Car Wash,,632000
13899,02/09/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,189000
13900,18/08/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,294000
13901,16/04/2025,Car Wash,Polishing,Tire Replacement,,258000
13902,30/12/2024,Waxing,Polishing,Car Wash,,562000
13903,21/06/2024,Car Wash,Tire Shine,,,287000
13904,04/03/2025,Deodorizing,Interior Vacuuming,Car Wash,,510000
13905,20/02/2025,Deodorizing,Interior Vacuuming,Car Wash,,975000
13906,06/04/2025,Car Wash,Polishing,Tire Replacement,,724000
13907,15/01/2025,Waxing,Polishing,Car Wash,,74000
13908,12/01/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,104000
13909,07/09/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,291000
13910,03/07/2024,Car Wash,Tire Shine,,,771000
13911,13/07/2024,Car Wash,Underbody Wash,,,764000
13912,13/12/2024,Car Wash,Tire Shine,,,632000
13913,01/05/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,413000
13914,18/02/2025,Car Wash,Polishing,Tire Replacement,,255000
13915,24/08/2024,Car Wash,Underbody Wash,,,518000
13916,06/02/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,387000
13917,25/11/2024,Deodorizing,Waxing,Car Wash,,745000
13918,12/12/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,443000
13919,08/07/2024,Car Wash,Polishing,Tire Replacement,,477000
13920,16/05/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,263000
13921,07/12/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,362000
13922,27/08/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,746000
13923,21/07/2024,Car Wash,Tire Shine,,,271000
13924,12/04/2025,Car Wash,Underbody Wash,,,448000
13925,08/11/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,875000
13926,20/09/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,234000
13927,21/12/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,689000
13928,16/03/2025,Waxing,Polishing,Car Wash,,288000
13929,24/07/2024,Waxing,Polishing,Car Wash,,375000
13930,01/11/2024,Car Wash,Tire Shine,,,228000
13931,24/01/2025,Deodorizing,Interior Vacuuming,Car Wash,,475000
13932,16/11/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,496000
13933,06/07/2024,Deodorizing,Interior Vacuuming,Car Wash,,564000
13934,02/02/2025,Waxing,Polishing,Car Wash,,571000
13935,03/04/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,268000
13936,21/08/2024,Waxing,Polishing,Car Wash,,771000
13937,01/01/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,60000
13938,17/09/2024,Car Wash,Polishing,Tire Replacement,,296000
13939,09/05/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,208000
13940,26/07/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,563000
13941,27/01/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,170000
13942,23/05/2024,Waxing,Polishing,Car Wash,,508000
13943,04/04/2025,Deodorizing,Interior Vacuuming,Car Wash,,635000
13944,18/09/2024,Deodorizing,Waxing,Car Wash,,830000
13945,29/11/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,387000
13946,20/05/2024,Car Wash,Polishing,Tire Replacement,,84000
13947,12/04/2025,Deodorizing,Interior Vacuuming,Car Wash,,601000
13948,26/10/2024,Waxing,Polishing,Car Wash,,253000
13949,15/04/2025,Car Wash,Tire Shine,,,205000
13950,09/09/2024,Deodorizing,Interior Vacuuming,Car Wash,,242000
13951,02/11/2024,Deodorizing,Waxing,Car Wash,,674000
13952,24/04/2025,Waxing,Polishing,Car Wash,,512000
13953,06/12/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,513000
13954,01/11/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,540000
13955,12/12/2024,Car Wash,Tire Shine,,,447000
13956,10/12/2024,Waxing,Polishing,Car Wash,,190000
13957,15/10/2024,Car Wash,Underbody Wash,,,570000
13958,31/01/2025,Deodorizing,Interior Vacuuming,Car Wash,,138000
13959,27/03/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,169000
13960,06/08/2024,Car Wash,Tire Shine,,,570000
13961,15/08/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,422000
13962,12/11/2024,Car Wash,Polishing,Tire Replacement,,795000
13963,26/06/2024,Car Wash,Tire Shine,,,80000
13964,09/03/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,551000
13965,06/10/2024,Deodorizing,Waxing,Car Wash,,517000
13966,28/06/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,518000
13967,22/10/2024,Car Wash,Polishing,Tire Replacement,,235000
13968,23/11/2024,Deodorizing,Interior Vacuuming,Car Wash,,681000
13969,05/06/2024,Deodorizing,Interior Vacuuming,Car Wash,,667000
13970,03/10/2024,Deodorizing,Interior Vacuuming,Car Wash,,364000
13971,18/03/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,371000
13972,01/10/2024,Car Wash,Tire Shine,,,779000
13973,22/05/2024,Car Wash,Polishing,Tire Replacement,,659000
13974,17/03/2025,Car Wash,Polishing,Tire Replacement,,823000
13975,08/08/2024,Deodorizing,Waxing,Car Wash,,305000
13976,03/02/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,710000
13977,23/06/2024,Deodorizing,Interior Vacuuming,Car Wash,,226000
13978,08/04/2025,Car Wash,Polishing,Tire Replacement,,293000
13979,12/01/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,350000
13980,19/09/2024,Car Wash,Tire Shine,,,236000
13981,03/10/2024,Car Wash,Underbody Wash,,,566000
13982,28/11/2024,Waxing,Polishing,Car Wash,,528000
13983,28/09/2024,Car Wash,Underbody Wash,,,261000
13984,26/05/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,781000
13985,08/05/2024,Car Wash,Underbody Wash,,,140000
13986,03/08/2024,Deodorizing,Interior Vacuuming,Car Wash,,269000
13987,22/02/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,156000
13988,17/03/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,594000
13989,27/05/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,249000
13990,26/10/2024,Car Wash,Polishing,Tire Replacement,,363000
13991,29/04/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,123000
13992,29/06/2024,Deodorizing,Interior Vacuuming,Car Wash,,160000
13993,01/06/2024,Waxing,Polishing,Car Wash,,540000
13994,11/05/2024,Waxing,Polishing,Car Wash,,296000
13995,21/03/2025,Deodorizing,Waxing,Car Wash,,360000
13996,07/04/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,593000
13997,17/10/2024,Car Wash,Polishing,Tire Replacement,,653000
13998,27/11/2024,Car Wash,Underbody Wash,,,612000
13999,23/03/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,267000
14000,13/04/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,398000
14001,16/01/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,340000
14002,12/02/2025,Waxing,Polishing,Car Wash,,898000
14003,02/03/2025,Deodorizing,Interior Vacuuming,Car Wash,,58000
14004,16/04/2025,Waxing,Polishing,Car Wash,,1063000
14005,04/04/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,583000
14006,16/08/2024,Car Wash,Tire Shine,,,229000
14007,07/08/2024,Deodorizing,Interior Vacuuming,Car Wash,,97000
14008,25/03/2025,Waxing,Polishing,Car Wash,,250000
14009,31/05/2024,Car Wash,Tire Shine,,,228000
14010,06/02/2025,Car Wash,Polishing,Tire Replacement,,233000
14011,03/10/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,724000
14012,22/12/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,437000
14013,29/09/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,616000
14014,09/07/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,856000
14015,19/11/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,291000
14016,23/12/2024,Deodorizing,Waxing,Car Wash,,282000
14017,15/03/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,380000
14018,27/08/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,439000
14019,24/02/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,54000
14020,13/12/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,348000
14021,10/12/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,347000
14022,17/06/2024,Car Wash,Polishing,Tire Replacement,,345000
14023,22/05/2024,Car Wash,Tire Shine,,,313000
14024,10/05/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,104000
14025,29/06/2024,Deodorizing,Waxing,Car Wash,,283000
14026,04/07/2024,Deodorizing,Waxing,Car Wash,,152000
14027,15/01/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,809000
14028,28/07/2024,Car Wash,Tire Shine,,,592000
14029,26/10/2024,Car Wash,Underbody Wash,,,337000
14030,14/12/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,551000
14031,26/12/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,682000
14032,20/07/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,186000
14033,22/04/2025,Car Wash,Polishing,Tire Replacement,,767000
14034,12/02/2025,Car Wash,Tire Shine,,,66000
14035,29/03/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,136000
14036,13/03/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,517000
14037,29/03/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,202000
14038,22/01/2025,Car Wash,Tire Shine,,,453000
14039,15/04/2025,Car Wash,Tire Shine,,,788000
14040,19/12/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,92000
14041,01/01/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,604000
14042,28/11/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,193000
14043,19/11/2024,Deodorizing,Waxing,Car Wash,,102000
14044,01/02/2025,Car Wash,Tire Shine,,,420000
14045,05/10/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,300000
14046,17/01/2025,Waxing,Polishing,Car Wash,,101000
14047,21/02/2025,Deodorizing,Waxing,Car Wash,,223000
14048,05/04/2025,Car Wash,Polishing,Tire Replacement,,183000
14049,09/09/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,183000
14050,14/05/2024,Deodorizing,Waxing,Car Wash,,701000
14051,16/12/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,360000
14052,26/04/2025,Car Wash,Polishing,Tire Replacement,,232000
14053,25/03/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,580000
14054,04/11/2024,Waxing,Polishing,Car Wash,,462000
14055,27/08/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,1032000
14056,30/05/2024,Waxing,Polishing,Car Wash,,257000
14057,19/02/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,764000
14058,24/05/2024,Car Wash,Polishing,Tire Replacement,,833000
14059,23/06/2024,Car Wash,Underbody Wash,,,255000
14060,19/05/2024,Deodorizing,Interior Vacuuming,Car Wash,,740000
14061,10/07/2024,Deodorizing,Interior Vacuuming,Car Wash,,342000
14062,17/01/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,207000
14063,13/10/2024,Deodorizing,Waxing,Car Wash,,171000
14064,29/05/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,52000
14065,04/08/2024,Car Wash,Polishing,Tire Replacement,,815000
14066,23/07/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,794000
14067,12/02/2025,Waxing,Polishing,Car Wash,,175000
14068,20/09/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,350000
14069,22/07/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,341000
14070,01/02/2025,Car Wash,Tire Shine,,,123000
14071,18/03/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,840000
14072,31/05/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,276000
14073,12/11/2024,Waxing,Polishing,Car Wash,,386000
14074,24/01/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,50000
14075,27/10/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,562000
14076,08/03/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,255000
14077,13/02/2025,Car Wash,Tire Shine,,,342000
14078,20/09/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,515000
14079,16/04/2025,Waxing,Polishing,Car Wash,,620000
14080,17/10/2024,Deodorizing,Waxing,Car Wash,,135000
14081,05/04/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,541000
14082,01/07/2024,Car Wash,Polishing,Tire Replacement,,438000
14083,10/06/2024,Car Wash,Underbody Wash,,,243000
14084,01/09/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,354000
14085,19/03/2025,Deodorizing,Interior Vacuuming,Car Wash,,488000
14086,29/07/2024,Deodorizing,Interior Vacuuming,Car Wash,,588000
14087,22/05/2024,Car Wash,Underbody Wash,,,387000
14088,12/03/2025,Deodorizing,Interior Vacuuming,Car Wash,,771000
14089,12/09/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,887000
14090,07/09/2024,Car Wash,Polishing,Tire Replacement,,155000
14091,24/12/2024,Deodorizing,Waxing,Car Wash,,754000
14092,24/04/2025,Deodorizing,Waxing,Car Wash,,257000
14093,03/09/2024,Deodorizing,Waxing,Car Wash,,59000
14094,08/02/2025,Car Wash,Tire Shine,,,474000
14095,07/04/2025,Car Wash,Tire Shine,,,98000
14096,04/06/2024,Deodorizing,Interior Vacuuming,Car Wash,,475000
14097,22/09/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,450000
14098,14/11/2024,Deodorizing,Waxing,Car Wash,,168000
14099,22/12/2024,Deodorizing,Interior Vacuuming,Car Wash,,297000
14100,26/02/2025,Car Wash,Polishing,Tire Replacement,,895000
14101,20/03/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,634000
14102,10/07/2024,Car Wash,Tire Shine,,,261000
14103,09/01/2025,Car Wash,Underbody Wash,,,257000
14104,01/11/2024,Car Wash,Underbody Wash,,,1006000
14105,23/08/2024,Car Wash,Underbody Wash,,,194000
14106,14/11/2024,Car Wash,Underbody Wash,,,705000
14107,18/11/2024,Car Wash,Underbody Wash,,,470000
14108,18/11/2024,Deodorizing,Waxing,Car Wash,,467000
14109,05/08/2024,Car Wash,Underbody Wash,,,276000
14110,08/01/2025,Deodorizing,Waxing,Car Wash,,805000
14111,09/11/2024,Deodorizing,Waxing,Car Wash,,452000
14112,19/05/2024,Car Wash,Polishing,Tire Replacement,,355000
14113,16/01/2025,Deodorizing,Waxing,Car Wash,,508000
14114,22/02/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,326000
14115,17/01/2025,Car Wash,Polishing,Tire Replacement,,288000
14116,23/04/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,314000
14117,03/02/2025,Car Wash,Tire Shine,,,331000
14118,13/12/2024,Waxing,Polishing,Car Wash,,412000
14119,15/05/2024,Waxing,Polishing,Car Wash,,293000
14120,23/09/2024,Waxing,Polishing,Car Wash,,562000
14121,11/10/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,637000
14122,29/06/2024,Car Wash,Tire Shine,,,713000
14123,05/07/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,146000
14124,10/10/2024,Deodorizing,Interior Vacuuming,Car Wash,,466000
14125,02/04/2025,Deodorizing,Waxing,Car Wash,,537000
14126,19/05/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,538000
14127,07/09/2024,Deodorizing,Interior Vacuuming,Car Wash,,427000
14128,27/11/2024,Car Wash,Polishing,Tire Replacement,,149000
14129,09/08/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,812000
14130,17/03/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,415000
14131,13/11/2024,Car Wash,Polishing,Tire Replacement,,487000
14132,08/04/2025,Waxing,Polishing,Car Wash,,182000
14133,23/11/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,370000
14134,17/05/2024,Deodorizing,Interior Vacuuming,Car Wash,,164000
14135,21/01/2025,Car Wash,Polishing,Tire Replacement,,626000
14136,26/08/2024,Waxing,Polishing,Car Wash,,298000
14137,29/03/2025,Deodorizing,Interior Vacuuming,Car Wash,,164000
14138,03/07/2024,Deodorizing,Interior Vacuuming,Car Wash,,495000
14139,31/05/2024,Car Wash,Polishing,Tire Replacement,,220000
14140,17/05/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,572000
14141,25/07/2024,Car Wash,Polishing,Tire Replacement,,93000
14142,02/05/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,504000
14143,23/05/2024,Deodorizing,Waxing,Car Wash,,690000
14144,03/06/2024,Deodorizing,Interior Vacuuming,Car Wash,,676000
14145,30/10/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,518000
14146,18/02/2025,Car Wash,Tire Shine,,,627000
14147,04/07/2024,Car Wash,Underbody Wash,,,877000
14148,13/11/2024,Car Wash,Polishing,Tire Replacement,,515000
14149,22/03/2025,Deodorizing,Waxing,Car Wash,,823000
14150,06/07/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,383000
14151,13/01/2025,Deodorizing,Waxing,Car Wash,,117000
14152,14/04/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,401000
14153,13/10/2024,Deodorizing,Interior Vacuuming,Car Wash,,353000
14154,23/01/2025,Car Wash,Polishing,Tire Replacement,,178000
14155,27/08/2024,Deodorizing,Waxing,Car Wash,,334000
14156,20/08/2024,Deodorizing,Waxing,Car Wash,,842000
14157,22/07/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,380000
14158,28/02/2025,Car Wash,Tire Shine,,,421000
14159,08/03/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,277000
14160,20/10/2024,Car Wash,Tire Shine,,,622000
14161,05/08/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,605000
14162,20/10/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,408000
14163,30/11/2024,Car Wash,Tire Shine,,,237000
14164,08/09/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,259000
14165,08/07/2024,Deodorizing,Interior Vacuuming,Car Wash,,190000
14166,04/01/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,405000
14167,20/07/2024,Car Wash,Tire Shine,,,475000
14168,12/07/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,188000
14169,18/01/2025,Car Wash,Underbody Wash,,,651000
14170,19/08/2024,Car Wash,Tire Shine,,,560000
14171,20/08/2024,Car Wash,Polishing,Tire Replacement,,62000
14172,19/09/2024,Car Wash,Tire Shine,,,491000
14173,25/01/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,995000
14174,16/08/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,471000
14175,03/01/2025,Car Wash,Underbody Wash,,,255000
14176,05/07/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,380000
14177,02/04/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,643000
14178,13/11/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,484000
14179,06/09/2024,Car Wash,Underbody Wash,,,236000
14180,28/11/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,536000
14181,03/07/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,808000
14182,23/09/2024,Car Wash,Underbody Wash,,,616000
14183,05/04/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,531000
14184,16/11/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,552000
14185,17/08/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,406000
14186,28/07/2024,Car Wash,Polishing,Tire Replacement,,133000
14187,01/04/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,421000
14188,27/05/2024,Car Wash,Tire Shine,,,207000
14189,14/03/2025,Deodorizing,Waxing,Car Wash,,744000
